# generator: crates/mizar-checker/tests/lint_policy.rs::checker_live_source_inventory_matches_repository
# source-of-truth: crates/mizar-checker/{src,tests,benches,examples}/**/*.rs plus crates/mizar-checker/build.rs when present
schema	1
path	lines	boundary	owner_doc	split_required	hard_gate_finding	decision	public_surface
src/source_set_term.rs	6806	module:source_set_term	doc/design/mizar-checker/en/source_set_term.md	no	no	keep-current-boundary	items:SourceSetCondition,SourceSetConditionId,SourceSetConditionInput,SourceSetConditionTable,SourceSetEdge,SourceSetEdgeId,SourceSetEdgeInput,SourceSetEdgeRole,SourceSetEdgeTable,SourceSetGenerator,SourceSetGeneratorId,SourceSetGeneratorInput,SourceSetGeneratorTable,SourceSetRequest,SourceSetRequestId,SourceSetRequestInput,SourceSetRequestKind,SourceSetRequestTable,SourceSetTarget,SourceSetTerm,SourceSetTermError,SourceSetTermHandoff,SourceSetTermHandoffInput,SourceSetTermId,SourceSetTermInput,SourceSetTermKind,SourceSetTermProducer,SourceSetTermRecovery,SourceSetTermTable,SourceSetTypeHead,SourceSetTypeOwner,SourceSetTypeRole,SourceSetTypeSite,SourceSetTypeSiteId,SourceSetTypeSiteInput,SourceSetTypeSiteTable,SourceSetWrapper,SourceSetWrapperId,SourceSetWrapperInput,SourceSetWrapperTable
src/source_statement.rs	52284	module:source_statement	doc/design/mizar-checker/en/source_statement.md	no	no	keep-current-boundary	items:SourceStatement,SourceStatementCandidateFact,SourceStatementCandidateFactId,SourceStatementCandidateFactInput,SourceStatementCandidateFactKind,SourceStatementCandidateFactTable,SourceStatementCitation,SourceStatementCitationId,SourceStatementCitationInput,SourceStatementCitationKind,SourceStatementCitationTable,SourceStatementCitationTarget,SourceStatementContext,SourceStatementContextId,SourceStatementContextInput,SourceStatementContextTable,SourceStatementError,SourceStatementFormulaTarget,SourceStatementHandoff,SourceStatementHandoffInput,SourceStatementId,SourceStatementInput,SourceStatementInputFact,SourceStatementInputFactId,SourceStatementInputFactInput,SourceStatementInputFactKind,SourceStatementInputFactTable,SourceStatementKind,SourceStatementLabel,SourceStatementLabelId,SourceStatementLabelInput,SourceStatementLabelKind,SourceStatementLabelTable,SourceStatementProducer,SourceStatementRecovery,SourceStatementReferenceError,SourceStatementReferenceHandoff,SourceStatementReferenceHandoffInput,SourceStatementReferenceProducer,SourceStatementTable,SourceStatementWitness,SourceStatementWitnessError,SourceStatementWitnessHandoff,SourceStatementWitnessHandoffInput,SourceStatementWitnessId,SourceStatementWitnessInput,SourceStatementWitnessKind,SourceStatementWitnessName,SourceStatementWitnessNameId,SourceStatementWitnessNameInput,SourceStatementWitnessNameTable,SourceStatementWitnessProducer,SourceStatementWitnessTable,SourceStatementWitnessTermTarget,SourceTheoremOwner,SourceTheoremOwnerId,SourceTheoremOwnerInput,SourceTheoremOwnerTable,SourceTheoremRole,SourceTheoremStatus
src/source_structure.rs	5036	module:source_structure	doc/design/mizar-checker/en/source_structure.md	no	no	keep-current-boundary	items:SourceFieldUpdate,SourceFieldUpdateId,SourceFieldUpdateInput,SourceFieldUpdateTable,SourceStructureEdge,SourceStructureEdgeId,SourceStructureEdgeInput,SourceStructureEdgeRole,SourceStructureEdgeTable,SourceStructureError,SourceStructureHandoff,SourceStructureHandoffInput,SourceStructureMember,SourceStructureMemberId,SourceStructureMemberInput,SourceStructureMemberRole,SourceStructureMemberTable,SourceStructureProducer,SourceStructureRecovery,SourceStructureRequest,SourceStructureRequestId,SourceStructureRequestInput,SourceStructureRequestKind,SourceStructureRequestTable,SourceStructureRoot,SourceStructureRootId,SourceStructureRootInput,SourceStructureRootTable,SourceStructureTarget,SourceStructureTerm,SourceStructureTermId,SourceStructureTermInput,SourceStructureTermKind,SourceStructureTermTable,SourceStructureWrapper,SourceStructureWrapperId,SourceStructureWrapperInput,SourceStructureWrapperTable
src/source_structure_definition.rs	1773	module:source_structure_definition	doc/design/mizar-checker/en/source_structure_definition.md	no	no	keep-current-boundary	items:SourceStructureCoherenceRequest,SourceStructureCoherenceRequestId,SourceStructureCoherenceRequestKind,SourceStructureCoherenceRequestTable,SourceStructureDefinition,SourceStructureDefinitionError,SourceStructureDefinitionHandoff,SourceStructureDefinitionHandoffInput,SourceStructureDefinitionId,SourceStructureDefinitionInput,SourceStructureDefinitionProducer,SourceStructureDefinitionProjection,SourceStructureDefinitionRecovery,SourceStructureDefinitionTable,SourceStructureInheritance,SourceStructureInheritanceId,SourceStructureInheritanceInput,SourceStructureInheritanceTable,SourceStructureMapping,SourceStructureMappingId,SourceStructureMappingInput,SourceStructureMappingTable,SourceStructureMember,SourceStructureMemberId,SourceStructureMemberInput,SourceStructureMemberKind,SourceStructureMemberTable
src/source_structure_semantics.rs	3657	module:source_structure_semantics	doc/design/mizar-checker/en/source_structure_semantics.md	no	no	keep-current-boundary	items:SourceStructureClaim,SourceStructureClaimInput,SourceStructureDefinition,SourceStructureDefinitionInput,SourceStructureDiagnostic,SourceStructureDiagnosticPhase,SourceStructureEqualityInput,SourceStructureFieldArgument,SourceStructureInheritanceInput,SourceStructureInheritanceMappingInput,SourceStructureInheritanceParent,SourceStructureMember,SourceStructureMemberInput,SourceStructureMemberKind,SourceStructurePayloadError,SourceStructureProgramInput,SourceStructureSemanticsChecker,SourceStructureSemanticsOutput,SourceStructureTerm,SourceStructureType,SourceStructureVariableInput
src/source_template.rs	1745	module:source_template	doc/design/mizar-checker/en/source_template.md	no	no	keep-current-boundary	items:SourceTemplateArgument,SourceTemplateArgumentId,SourceTemplateArgumentInput,SourceTemplateArgumentTable,SourceTemplateArguments,SourceTemplateArgumentsId,SourceTemplateArgumentsInput,SourceTemplateArgumentsTable,SourceTemplateError,SourceTemplateHandoff,SourceTemplateHandoffInput,SourceTemplateLoci,SourceTemplateLociId,SourceTemplateLociInput,SourceTemplateLociTable,SourceTemplateLocus,SourceTemplateLocusId,SourceTemplateLocusInput,SourceTemplateLocusTable,SourceTemplateParameter,SourceTemplateParameterId,SourceTemplateParameterInput,SourceTemplateParameterKind,SourceTemplateParameterTable,SourceTemplateParentKind,SourceTemplateProducer,SourceTemplateRecovery
src/source_template_type_parameter_association.rs	3112	module:source_template_type_parameter_association	doc/design/mizar-checker/en/source_template_type_parameter_association.md	no	no	keep-current-boundary	items:SourceTemplateFraenkelStructuralComposition,SourceTemplateFraenkelStructuralCompositionError,SourceTemplateFraenkelStructuralCompositionHandoff,SourceTemplateFraenkelStructuralCompositionId,SourceTemplateFraenkelStructuralCompositionProducer,SourceTemplateFraenkelStructuralCompositionTable,SourceTemplateTypeParameterAssociation,SourceTemplateTypeParameterAssociationError,SourceTemplateTypeParameterAssociationHandoff,SourceTemplateTypeParameterAssociationId,SourceTemplateTypeParameterAssociationProducer,SourceTemplateTypeParameterAssociationTable
src/source_term.rs	7583	module:source_term	doc/design/mizar-checker/en/source_term.md	no	no	keep-current-boundary	items:SourceNestedFraenkelMapperPrimaryError,SourceNestedFraenkelMapperPrimaryHandoff,SourceNestedFraenkelMapperPrimaryProducer,SourceNumericTypeRequest,SourceNumericTypeRequestId,SourceNumericTypeRequestInput,SourceNumericTypeRequestTable,SourcePrimaryTerm,SourcePrimaryTermError,SourcePrimaryTermHandoff,SourcePrimaryTermHandoffInput,SourcePrimaryTermId,SourcePrimaryTermInput,SourcePrimaryTermKind,SourcePrimaryTermProducer,SourcePrimaryTermRecovery,SourcePrimaryTermReference,SourcePrimaryTermReferenceId,SourcePrimaryTermReferenceInput,SourcePrimaryTermReferenceRole,SourcePrimaryTermReferenceTable,SourcePrimaryTermRole,SourcePrimaryTermTable,SourceProofLocalGivenConditionUseTermError,SourceProofLocalGivenConditionUseTermHandoff,SourceProofLocalGivenConditionUseTermProducer,SourceProofLocalGivenDescendantUseTermError,SourceProofLocalGivenDescendantUseTermHandoff,SourceProofLocalGivenDescendantUseTermProducer,SourceProofLocalGivenUseTermError,SourceProofLocalGivenUseTermHandoff,SourceProofLocalGivenUseTermProducer
src/source_type.rs	14321	module:source_type	doc/design/mizar-checker/en/source_type.md	no	no	keep-current-boundary	items:SourceProofLocalGivenConditionTypeError,SourceProofLocalGivenConditionTypeHandoff,SourceProofLocalGivenConditionTypeProducer,SourceProofLocalGivenDescendantTypeError,SourceProofLocalGivenDescendantTypeHandoff,SourceProofLocalGivenDescendantTypeProducer,SourceProofLocalGivenTypeError,SourceProofLocalGivenTypeHandoff,SourceProofLocalGivenTypeProducer,SourceProofLocalGivenUseTypeError,SourceProofLocalGivenUseTypeHandoff,SourceProofLocalGivenUseTypeProducer,SourceProofLocalLetTypeError,SourceProofLocalLetTypeHandoff,SourceProofLocalLetTypeProducer,SourceTypeApplication,SourceTypeApplicationForm,SourceTypeApplicationHandoff,SourceTypeApplicationId,SourceTypeApplicationInput,SourceTypeApplicationTable,SourceTypeArgument,SourceTypeArgumentId,SourceTypeArgumentInput,SourceTypeArgumentRow,SourceTypeArgumentTable,SourceTypeDefinitionReturn,SourceTypeDefinitionReturnExtensionInput,SourceTypeDefinitionReturnId,SourceTypeDefinitionReturnInput,SourceTypeDefinitionReturnProducer,SourceTypeDefinitionReturnTable,SourceTypeError,SourceTypeExpression,SourceTypeExpressionId,SourceTypeExpressionInput,SourceTypeExpressionTable,SourceTypeHandoffInput,SourceTypeHead,SourceTypeModeRhs,SourceTypeModeRhsExtensionInput,SourceTypeModeRhsId,SourceTypeModeRhsInput,SourceTypeModeRhsProducer,SourceTypeModeRhsTable,SourceTypeProducer,SourceTypeStructureMember,SourceTypeStructureMemberHandoffInput,SourceTypeStructureMemberId,SourceTypeStructureMemberInput,SourceTypeStructureMemberProducer,SourceTypeStructureMemberTable
src/type_checker.rs	14252	module:type_checker	doc/design/mizar-checker/en/type_checker.md	no	no	keep-current-boundary	items:AttributeInput,AttributeInstance,AttributePolarity,AttributeSet,CandidateIdentity,CandidateSetKind,CandidateSetStatus,CandidateStatus,CheckedDeclaration,CheckedDeclarationId,CheckedDeclarationTable,CheckedFormula,CheckedFormulaId,CheckedFormulaTable,CheckedStatementOwner,CheckedTerm,CheckedTermId,CheckedTermTable,CoercionCheckingOutput,CoercionDeferredReason,CoercionEvidence,CoercionInput,CoercionJustification,CoercionObligationChecker,CoercionRequestKind,DeclarationAssumptionInput,DeclarationChecker,DeclarationCheckingOutput,DeclarationContextInput,DeclarationDeferredReason,DeclarationInput,DeclarationKind,DeclarationStatus,ExpectedTypeConstraint,ExpectedTypeInput,FormulaDeferredReason,FormulaFactInput,FormulaInput,FormulaKind,FormulaStatus,InitialObligationInput,InitialRequirementKind,ModeExpansion,NormalizedType,NormalizedTypeStatus,NormalizedTypeTable,OpenCandidate,OpenCandidateInput,OpenCandidateSet,OpenCandidateSetTable,ReservedDefaultPayload,SourceRangeKey,SourceReserveBindingInput,SourceReserveDeclarationBridge,SourceReserveDeclarationHandoff,SourceVariableSemanticsChecker,SourceVariableSemanticsDiagnostic,SourceVariableSemanticsInput,SourceVariableSemanticsOutput,StatementOwnerError,TermDeferredReason,TermFormulaChecker,TermFormulaInferenceError,TermFormulaInferenceOutput,TermInput,TermKind,TermReference,TermStatus,TypeExpressionInput,TypeFactQuery,TypeFactQueryEngine,TypeFactQueryOutput,TypeFactQueryStatus,TypeHeadErrorKind,TypeHeadInput,TypeHeadRef,TypeNormalizationOutput,TypeNormalizer,TypeSource
src/typed_ast.rs	7094	module:typed_ast	doc/design/mizar-checker/en/typed_ast.md	no	no	keep-current-boundary	items:BindingTypeRef,BuiltinRuleId,CoercionDraft,CoercionEntry,CoercionId,CoercionKind,CoercionProvenance,CoercionStatus,CoercionTable,ContextRecoveryState,DiagnosticRecoveryState,FactProvenance,FactStatus,InitialObligation,InitialObligationDraft,InitialObligationGoal,InitialObligationId,InitialObligationKind,InitialObligationProvenance,InitialObligationStatus,InitialObligationTable,LocalTypeContext,LocalTypeContextDraft,LocalTypeContextId,LocalTypeContextTable,NodeRecoveryState,NormalizedTypeId,OpenCandidateSetId,Polarity,ResolutionStepId,SourceRangeKey,TypeAssumptionId,TypeContextLayer,TypeDiagnostic,TypeDiagnosticClass,TypeDiagnosticDraft,TypeDiagnosticId,TypeDiagnosticSeverity,TypeDiagnosticTable,TypeEntry,TypeEntryActual,TypeEntryDraft,TypeEntryId,TypeFact,TypeFactDraft,TypeFactId,TypeFactTable,TypePredicateRef,TypeProvenance,TypeRole,TypeRuleId,TypeStatus,TypeTable,TypedArena,TypedArenaBuilder,TypedArenaError,TypedAst,TypedAstError,TypedAstParts,TypedNode,TypedNodeId,TypedNodeKind,TypedNodeLinks,TypedSiteRef,TypedSubjectRef,TypingState
tests/lint_policy.rs	1849	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_attribute_definition_unit.rs	1070	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_functor_definition_unit.rs	3798	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_mode_definition_unit.rs	1237	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_predicate_definition_unit.rs	1979	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_property_implementation_unit.rs	2516	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_structure_definition_unit.rs	1502	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
tests/support/source_variable_semantics_unit.rs	955	test-support	doc/design/mizar-checker/en/00.crate_plan.md	no	no	keep-test-support	none
